# Table format: 4D
# table_unit = V
# axis1_unit = mA/cm**2
# axis2_unit = degC
# axis3_unit = barA
# axis4_unit = null
# axis1_token = jstack
# axis2_token = temp1
# axis3_token = pcin
# axis4_token = stoichioO2in
# 4D polarization curve
46
5
3
4
     0.00000000000000e+00      1.00000000000000e+00      2.00000000000000e+00      3.00000000000000e+00      5.00000000000000e+00      1.00000000000000e+01      2.00000000000000e+01      2.50000000000000e+01      5.00000000000000e+01      1.00000000000000e+02      2.00000000000000e+02      3.00000000000000e+02      4.00000000000000e+02      5.00000000000000e+02      5.50000000000000e+02      6.00000000000000e+02      6.50000000000000e+02      7.00000000000000e+02      7.50000000000000e+02      8.00000000000000e+02      8.50000000000000e+02      9.00000000000000e+02      9.50000000000000e+02      1.00000000000000e+03      1.05000000000000e+03      1.10000000000000e+03      1.15000000000000e+03      1.20000000000000e+03      1.25000000000000e+03      1.30000000000000e+03      1.35000000000000e+03      1.40000000000000e+03      1.45000000000000e+03      1.50000000000000e+03      1.55000000000000e+03      1.60000000000000e+03      1.65000000000000e+03      1.70000000000000e+03      1.75000000000000e+03      1.80000000000000e+03      1.85000000000000e+03      1.90000000000000e+03      1.95000000000000e+03      2.00000000000000e+03      2.05000000000000e+03      2.10000000000000e+03
     2.50000000000000e+01      4.00000000000000e+01      6.00000000000000e+01      8.00000000000000e+01      1.00000000000000e+02
     1.20000000000000e+00      2.50000000000000e+00      4.00000000000000e+00
     1.20000000000000e+00      2.00000000000000e+00      3.00000000000000e+00      4.00000000000000e+00
     1.07341102100000e+00      8.68928892000000e-01      8.21284974000000e-01      7.89816248000000e-01      7.47925277000000e-01      6.91253434000000e-01      6.39113425000000e-01      6.23443096000000e-01      5.75926817000000e-01      5.21812108000000e-01      4.37085377000000e-01      3.40263471000000e-01      1.69961586000000e-01      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00
     1.07577888700000e+00      8.91120890000000e-01      8.41116152000000e-01      8.08125699000000e-01      7.64253255000000e-01      7.04993993000000e-01      6.50671808000000e-01      6.34421741000000e-01      5.85537791000000e-01      5.30750700000000e-01      4.46013518000000e-01      3.49127998000000e-01      1.78822815000000e-01      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00
     1.07870465000000e+00      9.16224192000000e-01      8.57129611000000e-01      8.22104597000000e-01      7.75574247000000e-01      7.12775852000000e-01      6.55271788000000e-01      6.38093906000000e-01      5.86529774000000e-01      5.28822646000000e-01      4.38181964000000e-01      3.28633047000000e-01      9.02180460000000e-02      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00
     1.08139584600000e+00      9.50684656000000e-01      8.85816455000000e-01      8.43574039000000e-01      7.88464495000000e-01      7.15947136000000e-01      6.51130686000000e-01      6.31996956000000e-01      5.74901187000000e-01      5.10602117000000e-01      4.04316602000000e-01      2.54116111000000e-01      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00
     1.08388252500000e+00      9.84563459000000e-01      9.16454857000000e-01      8.71878094000000e-01      8.13741188000000e-01      7.37317572000000e-01      6.69207511000000e-01      6.49181281000000e-01      5.89856992000000e-01      5.24218979000000e-01      4.18655836000000e-01      2.77481926000000e-01      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00
     1.08736008200000e+00      8.79201664000000e-01      8.31244471000000e-01      7.99300710000000e-01      7.56586013000000e-01      6.98881562000000e-01      6.46148099000000e-01      6.30377634000000e-01      5.82757286000000e-01      5.28813505000000e-01      4.44834318000000e-01      3.49779034000000e-01      1.87884737000000e-01      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00      0.00000000000000e+00
