#	Table	format:	1D
	0.000000000E+00	0.000000000E+00	
	9.300000000E+02	6.100000000E-02	
	1.860000000E+03	1.220000000E-01	
	2.310000000E+03	2.400000000E-01	
	2.940000000E+03	4.100000000E-01	
	3.700000000E+03	5.800000000E-01	
	4.340000000E+03	6.900000000E-01	
	5.500000000E+03	8.600000000E-01	
	6.700000000E+03	9.900000000E-01	
	8.000000000E+03	1.110000000E+00	
	9.700000000E+03	1.210000000E+00	
	1.188000000E+04	1.310000000E+00	
	1.328000000E+04	1.350000000E+00	
	1.570000000E+04	1.400000000E+00	
	2.195000000E+04	1.490000000E+00	
	3.344000000E+04	1.570000000E+00
	5.187000000E+04	1.610000000E+00
	6.930000000E+04	1.630000000E+00
	1.467760000E+05	1.675000000E+00
	1.950000000E+05	1.695000000E+00
	2.746500000E+05	1.721000000E+00
	3.650000000E+05	1.743000000E+00
	4.709000000E+05	1.765000000E+00
	6.077000000E+05	1.791000000E+00
	8.001000000E+05	1.823000000E+00
	1.098600000E+06	1.866000000E+00
	1.410000000E+06	1.906000000E+00
	1.719740000E+06	1.945000000E+00
	2.093600000E+06	1.979000000E+00
	2.530200000E+06	2.014000000E+00
	3.229770000E+06	2.048000000E+00
	4.240000000E+06	2.074000000E+00
	4.905000000E+06	2.083000000E+00
	5.570000000E+06	2.092000000E+00
	6.425000000E+06	2.097000000E+00
	7.280000000E+06	2.102000000E+00
	7.720000000E+06	2.102875000E+00
	8.160000000E+06	2.103750000E+00
	8.600000000E+06	2.104625000E+00
	9.040000000E+06	2.105500000E+00
	9.480000000E+06	2.106375000E+00
	9.920000000E+06	2.107250000E+00
	1.036000000E+07	2.108125000E+00
	1.080000000E+07	2.109000000E+00
