# Table format: XY
# axis1_unit = null
# axis2_unit = s
# axis3_unit = m
# axis4_unit = null
# axis1_name = flight phase
# axis2_name = duration
# axis3_name = altitude
# axis4_name = mach number
# table_name = Mission profile (phase, dur, alt, Mach) 
# flight phase 0 provides initial conditions

    0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000 
    1.00000000000000e+000     2.40000000000000e+002     0.00000000000000e+000     0.00000000000000e+000 
    2.00000000000000e+000     1.80000000000000e+002     0.00000000000000e+000     0.00000000000000e+000 
    3.00000000000000e+000     6.00000000000000e+002     0.00000000000000e+000     0.00000000000000e+000 
    4.00000000000000e+000     2.00000000000000e+001     0.00000000000000e+000     1.50000000000000e-001 
    5.00000000000000e+000     5.00000000000000e+000     0.00000000000000e+000     2.10000000000000e-001 
    6.00000000000000e+000     1.00000000000000e+001     0.00000000000000e+000     2.20000000000000e-001 
    7.00000000000000e+000     3.00000000000000e+002     1.06680000000000e+001     2.30000000000000e-001 
    8.00000000000000e+000     5.00000000000000e+002     1.06680000000000e+004     8.20000000000000e-001 
    9.00000000000000e+000     1.20000000000000e+003     1.06680000000000e+004     8.20000000000000e-001 
    1.00000000000000e+001     4.00000000000000e+002     1.52400000000000e+001     2.20000000000000e-001 
    1.10000000000000e+001     3.00000000000000e+002     0.00000000000000e+000     2.00000000000000e-001 
    1.20000000000000e+001     3.00000000000000e+001     0.00000000000000e+000     1.50000000000000e-001 
    1.30000000000000e+001     6.00000000000000e+002     0.00000000000000e+000     0.00000000000000e+000 
    1.40000000000000e+001     3.00000000000000e+002     0.00000000000000e+000     0.00000000000000e+000 
    1.50000000000000e+001     3.00000000000000e+002     0.00000000000000e+000     0.00000000000000e+000 
