# Table format: 3D																
21																				
15																				
1																				
-0.12	-0.11	-0.1	-0.09	-0.08	-0.07	-0.06	-0.05	-0.04	-0.03	-0.02	-0.01	0	0.01	0.02	0.03	0.04	0.05	0.06	0.07	0.08
0.07	0.06	0.05	0.04	0.03	0.02	0.01	-0.000001	-0.01	-0.02	-0.03	-0.04	-0.05	-0.06	-0.07						
0																				
0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345	0.00246345
0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637	0.00208637
0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731	0.00171731
0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672	0.00135672
0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479	0.00100479
0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154	0.00066154
0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731	0.000326731
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921	-0.00031921
-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616	-0.000631616
-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994	-0.000937994
-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922	-0.00123922
-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622	-0.00153622
-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001	-0.00183001
-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243	-0.00212243
