# Table format: XY
# Gear profile generated by GearContourGenerator.py
# Rmin = 0.04m Rmax = 0.0475m
# number of teeth = 12
0.0475 0 0
0.0473536 -0.00372681 0
0.0469152 -0.00743064 0
0.0391259 -0.00831647 0.00375
0.0377057 -0.0133523 0
0.0356403 -0.0181596 0.00375
0.0411362 -0.02375 0
0.039146 -0.0269043 0
0.0369144 -0.0298927 0
0.0297258 -0.0267652 0.00375
0.0259779 -0.0304162 0
0.0217856 -0.0335468 0.00375
0.02375 -0.0411362 0
0.0204493 -0.0428728 0
0.0170225 -0.0443451 0
0.0123607 -0.0380423 0.00375
0.00728942 -0.0393302 0
0.00209344 -0.0399452 0.00375
2.90854e-18 -0.0475 0
-0.00372681 -0.0473536 0
-0.00743064 -0.0469152 0
-0.00831647 -0.0391259 0.00375
-0.0133523 -0.0377057 0
-0.0181596 -0.0356403 0.00375
-0.02375 -0.0411362 0
-0.0269043 -0.039146 0
-0.0298927 -0.0369144 0
-0.0267652 -0.0297258 0.00375
-0.0304162 -0.0259779 0
-0.0335468 -0.0217856 0.00375
-0.0411362 -0.02375 0
-0.0428728 -0.0204493 0
-0.0443451 -0.0170225 0
-0.0380423 -0.0123607 0.00375
-0.0393302 -0.00728942 0
-0.0399452 -0.00209344 0.00375
-0.0475 -2.69113e-17 0
-0.0473536 0.00372681 0
-0.0469152 0.00743064 0
-0.0391259 0.00831647 0.00375
-0.0377057 0.0133523 0
-0.0356403 0.0181596 0.00375
-0.0411362 0.02375 0
-0.039146 0.0269043 0
-0.0369144 0.0298927 0
-0.0297258 0.0267652 0.00375
-0.0259779 0.0304162 0
-0.0217856 0.0335468 0.00375
-0.02375 0.0411362 0
-0.0204493 0.0428728 0
-0.0170225 0.0443451 0
-0.0123607 0.0380423 0.00375
-0.00728942 0.0393302 0
-0.00209344 0.0399452 0.00375
-8.72561e-18 0.0475 0
0.00372681 0.0473536 0
0.00743064 0.0469152 0
0.00831647 0.0391259 0.00375
0.0133523 0.0377057 0
0.0181596 0.0356403 0.00375
0.02375 0.0411362 0
0.0269043 0.039146 0
0.0298927 0.0369144 0
0.0267652 0.0297258 0.00375
0.0304162 0.0259779 0
0.0335468 0.0217856 0.00375
0.0411362 0.02375 0
0.0428728 0.0204493 0
0.0443451 0.0170225 0
0.0380423 0.0123607 0.00375
0.0393302 0.00728942 0
0.0399452 0.00209344 0.00375
