# Table format: 2D
# table_unit = kg/s
# axis1_unit = null
# axis2_unit = bar
11
20
     0.00000000000000e+000     1.00000000000000e-001     2.00000000000000e-001     3.00000000000000e-001     4.00000000000000e-001     5.00000000000000e-001     6.00000000000000e-001     7.00000000000000e-001     8.00000000000000e-001     9.00000000000000e-001     1.00000000000000e+000
     0.00000000000000e+000     9.99999999999942e-003     2.00000000000000e-002     2.99999999999994e-002     3.99999999999994e-002     4.99999999999994e-002     7.49999999999994e-002     9.99999999999994e-002     1.50000000000000e-001     1.99999999999999e-001     2.99999999999999e-001     4.00000000000000e-001     5.99999999999999e-001     7.99999999999999e-001     9.99999999999999e-001     1.50000000000000e+000     2.00000000000000e+000     3.00000000000000e+000     4.00000000000000e+000     5.00000000000000e+000
     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000     0.00000000000000e+000
     0.00000000000000e+000     5.55361665943898e-003     1.11072333188780e-002     1.66608499783169e-002     2.22144666377559e-002     2.77680832971949e-002     3.33216999566339e-002     3.88753166160729e-002     4.44289332755119e-002     4.99825499349508e-002     5.55361665943898e-002
     0.00000000000000e+000     7.85400000000000e-003     1.57080000000000e-002     2.35620000000000e-002     3.14160000000000e-002     3.92700000000000e-002     4.71240000000000e-002     5.49780000000000e-002     6.28320000000000e-002     7.06860000000000e-002     7.85400000000000e-002
     0.00000000000000e+000     9.61914621990945e-003     1.92382924398189e-002     2.88574386597283e-002     3.84765848796378e-002     4.80957310995472e-002     5.77148773194567e-002     6.73340235393661e-002     7.69531697592756e-002     8.65723159791850e-002     9.61914621990945e-002
     0.00000000000000e+000     1.11072333188782e-002     2.22144666377564e-002     3.33216999566346e-002     4.44289332755128e-002     5.55361665943910e-002     6.66433999132692e-002     7.77506332321475e-002     8.88578665510257e-002     9.99650998699039e-002     1.11072333188782e-001
     0.00000000000000e+000     1.24182643714812e-002     2.48365287429623e-002     3.72547931144435e-002     4.96730574859246e-002     6.20913218574058e-002     7.45095862288869e-002     8.69278506003681e-002     9.93461149718492e-002     1.11764379343330e-001     1.24182643714812e-001
     0.00000000000000e+000     1.52092056005565e-002     3.04184112011129e-002     4.56276168016694e-002     6.08368224022259e-002     7.60460280027823e-002     9.12552336033388e-002     1.06464439203895e-001     1.21673644804452e-001     1.36882850405008e-001     1.52092056005565e-001
     0.00000000000000e+000     1.75620778952833e-002     3.51241557905666e-002     5.26862336858499e-002     7.02483115811332e-002     8.78103894764165e-002     1.05372467371700e-001     1.22934545266983e-001     1.40496623162266e-001     1.58058701057550e-001     1.75620778952833e-001
     0.00000000000000e+000     2.15090648332279e-002     4.30181296664557e-002     6.45271944996836e-002     8.60362593329115e-002     1.07545324166139e-001     1.29054388999367e-001     1.50563453832595e-001     1.72072518665823e-001     1.93581583499051e-001     2.15090648332279e-001
     0.00000000000000e+000     2.48365287429624e-002     4.96730574859248e-002     7.45095862288872e-002     9.93461149718497e-002     1.24182643714812e-001     1.49019172457774e-001     1.73855701200737e-001     1.98692229943699e-001     2.23528758686662e-001     2.48365287429624e-001
     0.00000000000000e+000     3.04184112011130e-002     6.08368224022261e-002     9.12552336033391e-002     1.21673644804452e-001     1.52092056005565e-001     1.82510467206678e-001     2.12928878407791e-001     2.43347289608904e-001     2.73765700810017e-001     3.04184112011130e-001
     0.00000000000000e+000     3.51241557905667e-002     7.02483115811334e-002     1.05372467371700e-001     1.40496623162267e-001     1.75620778952833e-001     2.10744934743400e-001     2.45869090533967e-001     2.80993246324534e-001     3.16117402115100e-001     3.51241557905667e-001
