# Table format: XY
# axis1_unit = kg/s
# axis2_unit = null
# axis3_unit = barA
# axis4_unit = null
0.074	0.0034	10	1
0.188	0.0034	10	1
0.3	0.0037	10	1
0.393	0.0041	10	1
0.521	0.0049	10	1
0.589	0.0054	10	1
0.655	0.0062	10	1
0.694	0.007	10	1
0.717	0.0079	10	1
0.726	0.0089	10	1
0.727	0.0094	10	1
0.725	0.0099	10	1
0.717	0.0106	10	1
0.695	0.0118	10	1
0.671	0.0128	10	1
0.621	0.0143	10	1
0.554	0.0159	10	1
0.483	0.0177	10	1
0.407	0.0197	10	1
0.321	0.0222	10	1
0.256	0.0242	10	1
0.219	0.0255	10	1
0.188	0.0267	10	1
0.174	0.0274	10	1
0.2	0.01	10	1
0.3	0.015	10	1
0.4	0.01	10	1
0.5	0.015	10	1
0.6	0.01	10	1
0.7	0.01	10	1
0.1	0.001	10	0
0.2	0.002	10	0
0.2	0.03	10	0
0.3	0.003	10	0
0.3	0.025	10	0
0.4	0.0035	10	0
0.4	0.021	10	0
0.5	0.004	10	0
0.5	0.018	10	0
0.6	0.005	10	0
0.6	0.016	10	0
0.7	0.006	10	0
0.7	0.013	10	0
0.8	0.01	10	0

