# Table format: 2D																																																							
#1st row: number of x-values																																																							
#2nd row: number of y-values																																																							
# x --> Voltage [V]																																																							
# y --> nEMot [rpm]																																																							
# z(x,y) --> mEMot max [Nm] (Motor)																																																							
2																																																							
56																																																							
0.0	650.0																																																						
0.0	500.0	1000.0	1500.0	1600.0	1700.0	1800.0	1900.0	2000.0	2100.0	2200.0	2300.0	2400.0	2500.0	2600.0	2700.0	2800.0	2900.0	3000.0	3100.0	3200.0	3300.0	3400.0	3500.0	3600.0	3700.0	3800.0	3900.0	4000.0	4100.0	4200.0	4300.0	4400.0	4500.0	4600.0	4700.0	4800.0	4900.0	5000.0	5100.0	5200.0	5300.0	5400.0	5500.0	5600.0	5700.0	5800.0	5900.0	6000.0	6100.0	6200.0	6300.0	6400.0	6500.0	6600.0	6700.0
0.0	-500.0																																																						
0.0	-500.0																																																						
0.0	-500.0	
0.0	-500.0	
0.0	-500.0	
0.0	-500.0	
0.0	-500.0	
0.0	-500.0	
0.0	-500.0	
0.0	-500.0	
0.0	-500.0	
0.0	-500.0	
0.0	-500.0	
0.0	-500.0	
0.0	-500.0	
0.0	-500.0	
0.0	-500.0	
0.0	-494.0	
0.0	-477.5	
0.0	-462.1	
0.0	-447.7	
0.0	-434.1	
0.0	-421.3	
0.0	-409.3	
0.0	-397.9	
0.0	-387.2	
0.0	-377.0	
0.0	-367.3	
0.0	-358.1	
0.0	-349.4	
0.0	-341.1	
0.0	-333.1	
0.0	-325.6	
0.0	-318.3	
0.0	-311.4	
0.0	-304.8	
0.0	-298.4	
0.0	-292.3	
0.0	-286.5	
0.0	-280.9	
0.0	-275.5	
0.0	-270.3	
0.0	-265.3	
0.0	-260.5	
0.0	-255.8	
0.0	-251.3	
0.0	-241.8	
0.0	-232.2	
0.0	-222.7	
0.0	-213.2	
0.0	-203.6	
0.0	-194.1	
0.0	-184.5	
0.0	-175.0	
0.0	-165.5	
0.0	-155.9	
