# Table format: 1D
# table_unit = m
# axis1_unit = m
	0.00000000000000e+000	0.00000000000000e+000
	1.00000000000000e-001	0.00000000000000e+000
	2.00000000000000e-001	0.00000000000000e+000
	3.00000000000000e-001	0.00000000000000e+000
	4.00000000000000e-001	0.00000000000000e+000
	5.00000000000000e-001	1.00000000000000e-001
	6.00000000000000e-001	1.00000000000000e-001
	7.00000000000000e-001	1.00000000000000e-001
	8.00000000000000e-001	1.00000000000000e-001
	9.00000000000000e-001	1.00000000000000e-001
	1.00000000000000e+000	1.00000000000000e-001
