# Table format: 4D
# table_unit = s
# axis1_unit = K
# axis2_unit = Pa
# axis3_unit = null
# axis4_unit = null
# 
# Y: Auto-ignition delay [s]
# X1: Temperature [K]
# X2: Pressure [Pa]
# X3: Equivalence ratio [null]
# X4: Burned gas molar fraction before combustion [null]
# 
54
21
5
4
    6.00000000000000e+002     6.20000000000000e+002     6.40000000000000e+002     6.60000000000000e+002     6.70000000000000e+002     6.80000000000000e+002     6.90000000000000e+002     7.00000000000000e+002     7.10000000000000e+002     7.20000000000000e+002     7.30000000000000e+002     7.40000000000000e+002     7.50000000000000e+002     7.60000000000000e+002     7.70000000000000e+002     7.80000000000000e+002     7.90000000000000e+002     8.00000000000000e+002     8.10000000000000e+002     8.20000000000000e+002     8.30000000000000e+002     8.40000000000000e+002     8.50000000000000e+002     8.60000000000000e+002     8.70000000000000e+002     8.80000000000000e+002     8.90000000000000e+002     9.00000000000000e+002     9.10000000000000e+002     9.20000000000000e+002     9.30000000000000e+002     9.40000000000000e+002     9.50000000000000e+002     9.60000000000000e+002     9.70000000000000e+002     9.80000000000000e+002     9.90000000000000e+002     1.00000000000000e+003     1.02000000000000e+003     1.04000000000000e+003     1.06000000000000e+003     1.08000000000000e+003     1.10000000000000e+003     1.12000000000000e+003     1.14000000000000e+003     1.16000000000000e+003     1.18000000000000e+003     1.20000000000000e+003     1.25000000000000e+003     1.30000000000000e+003     1.35000000000000e+003     1.40000000000000e+003     1.45000000000000e+003     1.50000000000000e+003 
    1.01325000000000e+005     5.06625000000000e+005     1.01325000000000e+006     1.51987500000000e+006     2.02650000000000e+006     2.53312500000000e+006     3.03975000000000e+006     4.05300000000000e+006     5.06625000000000e+006     6.07950000000000e+006     7.09275000000000e+006     8.10600000000000e+006     9.11925000000000e+006     1.01325000000000e+007     1.11457500000000e+007     1.21590000000000e+007     1.31722500000000e+007     1.41855000000000e+007     1.51987500000000e+007     1.62120000000000e+007     2.02650000000000e+007 
    3.00000000000000e-001     5.00000000000000e-001     7.00000000000000e-001     1.00000000000000e+000     1.50000000000000e+000 
    0.00000000000000e+000     5.00000000000000e-002     1.00000000000000e-001     1.50000000000000e-001 
    5.77147000000000e+000     3.76734000000000e+000     2.90911000000000e+000     2.45545000000000e+000     2.28784000000000e+000     2.13894000000000e+000     2.00778000000000e+000     1.90683000000000e+000     1.85002000000000e+000     1.81368000000000e+000     1.76547000000000e+000     1.69354000000000e+000     1.59279000000000e+000     1.46256000000000e+000     1.31122000000000e+000     1.15371000000000e+000     1.00392000000000e+000     8.70048000000000e-001     7.54840000000000e-001     6.57572000000000e-001     5.75882000000000e-001     5.06890000000000e-001     4.47829000000000e-001     3.96306000000000e-001     3.50423000000000e-001     3.08821000000000e-001     2.70642000000000e-001     2.35451000000000e-001     2.03099000000000e-001     1.73607000000000e-001     1.46995000000000e-001     1.23432000000000e-001     1.02852000000000e-001     8.51636000000000e-002     7.01880000000000e-002     5.76806000000000e-002     4.73533000000000e-002     3.88988000000000e-002     2.64472000000000e-002     1.82775000000000e-002     1.28868000000000e-002     9.26918000000000e-003     6.78566000000000e-003     5.03679000000000e-003     3.77587000000000e-003     2.84911000000000e-003     2.15879000000000e-003     1.64066000000000e-003     8.35150000000000e-004     4.30309000000000e-004     2.23414000000000e-004     1.17441000000000e-004     6.37230000000000e-005     3.68184000000000e-005 
    2.26639000000000e+000     1.06461000000000e+000     5.98767000000000e-001     3.96546000000000e-001     3.39589000000000e-001     2.98743000000000e-001     2.68558000000000e-001     2.45453000000000e-001     2.27115000000000e-001     2.11949000000000e-001     1.99077000000000e-001     1.88260000000000e-001     1.79964000000000e-001     1.74911000000000e-001     1.72703000000000e-001     1.72005000000000e-001     1.71976000000000e-001     1.71414000000000e-001     1.67851000000000e-001     1.59197000000000e-001     1.45797000000000e-001     1.29755000000000e-001     1.13267000000000e-001     9.78016000000000e-002     8.40606000000000e-002     7.22203000000000e-002     6.21714000000000e-002     5.36848000000000e-002     4.65047000000000e-002     4.03933000000000e-002     3.51499000000000e-002     3.06126000000000e-002     2.66556000000000e-002     2.31824000000000e-002     2.01215000000000e-002     1.74183000000000e-002     1.50321000000000e-002     1.29305000000000e-002     9.48042000000000e-003     6.88873000000000e-003     4.98222000000000e-003     3.61932000000000e-003     2.65080000000000e-003     1.96283000000000e-003     1.47050000000000e-003     1.11355000000000e-003     8.50785000000000e-004     6.54243000000000e-004     3.44474000000000e-004     1.83559000000000e-004     9.90177000000000e-005     5.40518000000000e-005     2.98418000000000e-005     1.68126000000000e-005 
    1.78257000000000e+000     7.68046000000000e-001     3.86343000000000e-001     2.27113000000000e-001     1.83754000000000e-001     1.53445000000000e-001     1.31751000000000e-001     1.15851000000000e-001     1.03902000000000e-001     9.46811000000000e-002     8.73549000000000e-002     8.13642000000000e-002     7.63615000000000e-002     7.21897000000000e-002     6.88881000000000e-002     6.66334000000000e-002     6.54931000000000e-002     6.52362000000000e-002     6.56218000000000e-002     6.63034000000000e-002     6.63331000000000e-002     6.45110000000000e-002     6.05011000000000e-002     5.49182000000000e-002     4.86517000000000e-002     4.24150000000000e-002     3.66396000000000e-002     3.15203000000000e-002     2.70991000000000e-002     2.33336000000000e-002     2.01447000000000e-002     1.74441000000000e-002     1.51488000000000e-002     1.31864000000000e-002     1.14967000000000e-002     1.00319000000000e-002     8.75369000000000e-003     7.63296000000000e-003     5.77832000000000e-003     4.34053000000000e-003     3.23706000000000e-003     2.40449000000000e-003     1.78349000000000e-003     1.33109000000000e-003     1.00122000000000e-003     7.60102000000000e-004     5.82449000000000e-004     4.49990000000000e-004     2.41957000000000e-004     1.32130000000000e-004     7.27647000000000e-005     4.05102000000000e-005     2.28075000000000e-005     1.30129000000000e-005 
    1.58825000000000e+000     6.61044000000000e-001     3.15970000000000e-001     1.74706000000000e-001     1.36935000000000e-001     1.10866000000000e-001     9.24567000000000e-002     7.91528000000000e-002     6.93202000000000e-002     6.18997000000000e-002     5.61634000000000e-002     5.16198000000000e-002     4.79285000000000e-002     4.48685000000000e-002     4.23173000000000e-002     4.02463000000000e-002     3.87098000000000e-002     3.77761000000000e-002     3.74124000000000e-002     3.75151000000000e-002     3.79527000000000e-002     3.83272000000000e-002     3.79177000000000e-002     3.62663000000000e-002     3.35221000000000e-002     3.01445000000000e-002     2.65807000000000e-002     2.31441000000000e-002     2.00086000000000e-002     1.72455000000000e-002     1.48610000000000e-002     1.28266000000000e-002     1.10993000000000e-002     9.63238000000000e-003     8.38277000000000e-003     7.31257000000000e-003     6.39031000000000e-003     5.59028000000000e-003     4.27991000000000e-003     3.26617000000000e-003     2.47842000000000e-003     1.87066000000000e-003     1.40814000000000e-003     1.05918000000000e-003     8.01242000000000e-004     6.10404000000000e-004     4.68839000000000e-004     3.63088000000000e-004     1.97284000000000e-004     1.09548000000000e-004     6.12609000000000e-005     3.45621000000000e-005     1.97113000000000e-005     1.13697000000000e-005 
    1.47366000000000e+000     6.02318000000000e-001     2.79435000000000e-001     1.48660000000000e-001     1.14117000000000e-001     9.04720000000000e-002     7.39051000000000e-002     6.20478000000000e-002     5.33759000000000e-002     4.69019000000000e-002     4.19630000000000e-002     3.81152000000000e-002     3.50480000000000e-002     3.25507000000000e-002     3.04787000000000e-002     2.87545000000000e-002     2.73546000000000e-002     2.63061000000000e-002     2.56471000000000e-002     2.53670000000000e-002     2.54154000000000e-002     2.57082000000000e-002     2.59780000000000e-002     2.57461000000000e-002     2.47025000000000e-002     2.29299000000000e-002     2.07167000000000e-002     1.83521000000000e-002     1.60457000000000e-002     1.39191000000000e-002     1.20283000000000e-002     1.03849000000000e-002     8.97491000000000e-003     7.77331000000000e-003     6.75114000000000e-003     5.87974000000000e-003     5.13391000000000e-003     4.49209000000000e-003     3.45210000000000e-003     2.65519000000000e-003     2.03618000000000e-003     1.55436000000000e-003     1.18217000000000e-003     8.98100000000000e-004     6.82849000000000e-004     5.22230000000000e-004     4.02162000000000e-004     3.12093000000000e-004     1.70688000000000e-004     9.58963000000000e-005     5.43144000000000e-005     3.09655000000000e-005     1.78347000000000e-005     1.03843000000000e-005 
    1.39428000000000e+000     5.63711000000000e-001     2.56458000000000e-001     1.32818000000000e-001     1.00425000000000e-001     7.83842000000000e-002     6.30436000000000e-002     5.21353000000000e-002     4.42149000000000e-002     3.83435000000000e-002     3.39058000000000e-002     3.04838000000000e-002     2.77909000000000e-002     2.56250000000000e-002     2.38487000000000e-002     2.23716000000000e-002     2.11463000000000e-002     2.01615000000000e-002     1.94352000000000e-002     1.89897000000000e-002     1.88137000000000e-002     1.88769000000000e-002     1.90998000000000e-002     1.92486000000000e-002     1.89759000000000e-002     1.81145000000000e-002     1.67614000000000e-002     1.51257000000000e-002     1.34033000000000e-002     1.17332000000000e-002     1.01954000000000e-002     8.82656000000000e-003     7.63415000000000e-003     6.60849000000000e-003     5.73233000000000e-003     4.98521000000000e-003     4.34748000000000e-003     3.80104000000000e-003     2.92283000000000e-003     2.25665000000000e-003     1.74180000000000e-003     1.34029000000000e-003     1.02767000000000e-003     7.86333000000000e-004     6.01903000000000e-004     4.62004000000000e-004     3.56765000000000e-004     2.77444000000000e-004     1.52487000000000e-004     8.63917000000000e-005     4.94709000000000e-005     2.84574000000000e-005     1.65191000000000e-005     9.69065000000000e-006 
