# Table format: 4D
# table_unit = s
# axis1_unit = K
# axis2_unit = Pa
# axis3_unit = null
# axis4_unit = null
#
# Y: Auto-ignition delay [s]
# X1: Temperature [K]
# X2: Pressure [Pa]
# X3: Equivalence ratio [null]
# X4: Burned gas molar fraction before combustion [null]
54
21
5
4
    6.00000000000000e+002     6.20000000000000e+002     6.40000000000000e+002     6.60000000000000e+002     6.70000000000000e+002     6.80000000000000e+002     6.90000000000000e+002     7.00000000000000e+002     7.10000000000000e+002     7.20000000000000e+002     7.30000000000000e+002     7.40000000000000e+002     7.50000000000000e+002     7.60000000000000e+002     7.70000000000000e+002     7.80000000000000e+002     7.90000000000000e+002     8.00000000000000e+002     8.10000000000000e+002     8.20000000000000e+002     8.30000000000000e+002     8.40000000000000e+002     8.50000000000000e+002     8.60000000000000e+002     8.70000000000000e+002     8.80000000000000e+002     8.90000000000000e+002     9.00000000000000e+002     9.10000000000000e+002     9.20000000000000e+002     9.30000000000000e+002     9.40000000000000e+002     9.50000000000000e+002     9.60000000000000e+002     9.70000000000000e+002     9.80000000000000e+002     9.90000000000000e+002     1.00000000000000e+003     1.02000000000000e+003     1.04000000000000e+003     1.06000000000000e+003     1.08000000000000e+003     1.10000000000000e+003     1.12000000000000e+003     1.14000000000000e+003     1.16000000000000e+003     1.18000000000000e+003     1.20000000000000e+003     1.25000000000000e+003     1.30000000000000e+003     1.35000000000000e+003     1.40000000000000e+003     1.45000000000000e+003     1.50000000000000e+003 
    1.01325000000000e+005     5.06625000000000e+005     1.01325000000000e+006     1.51987500000000e+006     2.02650000000000e+006     2.53312500000000e+006     3.03975000000000e+006     4.05300000000000e+006     5.06625000000000e+006     6.07950000000000e+006     7.09275000000000e+006     8.10600000000000e+006     9.11925000000000e+006     1.01325000000000e+007     1.11457500000000e+007     1.21590000000000e+007     1.31722500000000e+007     1.41855000000000e+007     1.51987500000000e+007     1.62120000000000e+007     2.02650000000000e+007 
    3.00000000000000e-001     5.00000000000000e-001     7.00000000000000e-001     1.00000000000000e+000     1.50000000000000e+000 
    0.00000000000000e+000     5.00000000000000e-002     1.00000000000000e-001     1.50000000000000e-001 
    2.79775000000000e+000     1.68124000000000e+000     1.29891000000000e+000     1.19820000000000e+000     1.19191000000000e+000     1.19656000000000e+000     1.20438000000000e+000     1.21544000000000e+000     1.24472000000000e+000     1.30397000000000e+000     1.36505000000000e+000     1.40098000000000e+000     1.39650000000000e+000     1.34097000000000e+000     1.24032000000000e+000     1.11458000000000e+000     9.83908000000000e-001     8.61252000000000e-001     7.52340000000000e-001     6.58185000000000e-001     5.77349000000000e-001     5.07462000000000e-001     4.46115000000000e-001     3.91349000000000e-001     3.41841000000000e-001     2.96861000000000e-001     2.56084000000000e-001     2.19370000000000e-001     1.86563000000000e-001     1.57634000000000e-001     1.32335000000000e-001     1.10434000000000e-001     9.16704000000000e-002     7.57612000000000e-002     6.24122000000000e-002     5.13209000000000e-002     4.21845000000000e-002     3.47092000000000e-002     2.36856000000000e-002     1.64286000000000e-002     1.16215000000000e-002     8.38252000000000e-003     6.14710000000000e-003     4.56328000000000e-003     3.41277000000000e-003     2.56223000000000e-003     1.92717000000000e-003     1.45136000000000e-003     7.20331000000000e-004     3.63623000000000e-004     1.86222000000000e-004     9.77196000000000e-005     5.31754000000000e-005     3.10387000000000e-005 
    1.37734000000000e+000     6.14123000000000e-001     3.15136000000000e-001     1.90227000000000e-001     1.57798000000000e-001     1.36504000000000e-001     1.22811000000000e-001     1.14258000000000e-001     1.09227000000000e-001     1.06608000000000e-001     1.05655000000000e-001     1.05933000000000e-001     1.07487000000000e-001     1.11141000000000e-001     1.17940000000000e-001     1.27430000000000e-001     1.38416000000000e-001     1.48370000000000e-001     1.52650000000000e-001     1.48828000000000e-001     1.38421000000000e-001     1.24445000000000e-001     1.09454000000000e-001     9.50312000000000e-002     8.19445000000000e-002     7.04442000000000e-002     6.05021000000000e-002     5.19681000000000e-002     4.46544000000000e-002     3.83797000000000e-002     3.29849000000000e-002     2.83368000000000e-002     2.43265000000000e-002     2.08637000000000e-002     1.78733000000000e-002     1.52920000000000e-002     1.30657000000000e-002     1.11486000000000e-002     8.08850000000000e-003     5.84493000000000e-003     4.23341000000000e-003     3.08360000000000e-003     2.26722000000000e-003     1.68577000000000e-003     1.26789000000000e-003     9.63187000000000e-004     7.37355000000000e-004     5.66936000000000e-004     2.95847000000000e-004     1.55123000000000e-004     8.24277000000000e-005     4.45618000000000e-005     2.45281000000000e-005     1.38405000000000e-005 
    1.13133000000000e+000     4.81280000000000e-001     2.28959000000000e-001     1.23508000000000e-001     9.55132000000000e-002     7.65870000000000e-002     6.36804000000000e-002     5.48964000000000e-002     4.89309000000000e-002     4.49431000000000e-002     4.23626000000000e-002     4.07912000000000e-002     3.99594000000000e-002     3.97006000000000e-002     3.99786000000000e-002     4.09522000000000e-002     4.29507000000000e-002     4.61089000000000e-002     5.02140000000000e-002     5.45846000000000e-002     5.75134000000000e-002     5.75370000000000e-002     5.47379000000000e-002     5.01021000000000e-002     4.46525000000000e-002     3.91179000000000e-002     3.39167000000000e-002     2.92415000000000e-002     2.51453000000000e-002     2.16072000000000e-002     1.85724000000000e-002     1.59763000000000e-002     1.37554000000000e-002     1.18527000000000e-002     1.02196000000000e-002     8.81480000000000e-003     7.60417000000000e-003     6.55925000000000e-003     4.87573000000000e-003     3.61751000000000e-003     2.68027000000000e-003     1.98357000000000e-003     1.47525000000000e-003     1.10442000000000e-003     8.34033000000000e-004     6.35830000000000e-004     4.89230000000000e-004     3.79224000000000e-004     2.04505000000000e-004     1.10763000000000e-004     6.02716000000000e-005     3.31992000000000e-005     1.86055000000000e-005     1.06140000000000e-005 
    1.02344000000000e+000     4.27301000000000e-001     1.97548000000000e-001     1.01992000000000e-001     7.66123000000000e-002     5.94109000000000e-002     4.76166000000000e-002     3.94447000000000e-002     3.37551000000000e-002     2.97963000000000e-002     2.70612000000000e-002     2.52048000000000e-002     2.39927000000000e-002     2.32566000000000e-002     2.28904000000000e-002     2.28467000000000e-002     2.31590000000000e-002     2.39574000000000e-002     2.53780000000000e-002     2.74077000000000e-002     2.98304000000000e-002     3.19216000000000e-002     3.26886000000000e-002     3.18149000000000e-002     2.96774000000000e-002     2.68404000000000e-002     2.37703000000000e-002     2.07694000000000e-002     1.80012000000000e-002     1.55341000000000e-002     1.33798000000000e-002     1.15205000000000e-002     9.92528000000000e-003     8.55953000000000e-003     7.39030000000000e-003     6.38809000000000e-003     5.52716000000000e-003     4.78591000000000e-003     3.59346000000000e-003     2.69938000000000e-003     2.02667000000000e-003     1.52122000000000e-003     1.14338000000000e-003     8.60519000000000e-004     6.52831000000000e-004     4.99204000000000e-004     3.85064000000000e-004     2.99439000000000e-004     1.63974000000000e-004     9.09545000000000e-005     5.04413000000000e-005     2.81818000000000e-005     1.59949000000000e-005     9.22503000000000e-006 
    9.57663000000000e-001     3.95847000000000e-001     1.80046000000000e-001     9.06665000000000e-002     6.70309000000000e-002     5.10129000000000e-002     4.00052000000000e-002     3.23538000000000e-002     2.69846000000000e-002     2.31931000000000e-002     2.05159000000000e-002     1.86354000000000e-002     1.73346000000000e-002     1.64618000000000e-002     1.59109000000000e-002     1.56146000000000e-002     1.55424000000000e-002     1.57117000000000e-002     1.61954000000000e-002     1.70763000000000e-002     1.83586000000000e-002     1.99081000000000e-002     2.12647000000000e-002     2.17936000000000e-002     2.12734000000000e-002     1.99237000000000e-002     1.80967000000000e-002     1.60925000000000e-002     1.41120000000000e-002     1.22687000000000e-002     1.06143000000000e-002     9.16185000000000e-003     7.90319000000000e-003     6.82036000000000e-003     5.89181000000000e-003     5.09607000000000e-003     4.41373000000000e-003     3.82754000000000e-003     2.88707000000000e-003     2.18337000000000e-003     1.65281000000000e-003     1.25146000000000e-003     9.48195000000000e-004     7.20024000000000e-004     5.47747000000000e-004     4.20163000000000e-004     3.24802000000000e-004     2.53065000000000e-004     1.39743000000000e-004     7.87884000000000e-005     4.44173000000000e-005     2.51421000000000e-005     1.44054000000000e-005     8.36914000000000e-006 
    9.11349000000000e-001     3.74365000000000e-001     1.68470000000000e-001     8.34743000000000e-002     6.10647000000000e-002     4.58929000000000e-002     3.54778000000000e-002     2.82278000000000e-002     2.31205000000000e-002     1.95003000000000e-002     1.69173000000000e-002     1.50748000000000e-002     1.37662000000000e-002     1.28528000000000e-002     1.22324000000000e-002     1.18392000000000e-002     1.16289000000000e-002     1.15854000000000e-002     1.17277000000000e-002     1.21072000000000e-002     1.27730000000000e-002     1.37173000000000e-002     1.48114000000000e-002     1.56809000000000e-002     1.59129000000000e-002     1.54188000000000e-002     1.43794000000000e-002     1.30368000000000e-002     1.15902000000000e-002     1.01712000000000e-002     8.85353000000000e-003     7.67110000000000e-003     6.63182000000000e-003     5.72995000000000e-003     4.95297000000000e-003     4.28581000000000e-003     3.71338000000000e-003     3.22213000000000e-003     2.43571000000000e-003     1.84888000000000e-003     1.40698000000000e-003     1.07185000000000e-003     8.17225000000000e-004     6.24057000000000e-004     4.78007000000000e-004     3.67142000000000e-004     2.84400000000000e-004     2.21980000000000e-004     1.23240000000000e-004     7.03002000000000e-005     4.02178000000000e-005     2.30061000000000e-005     1.32900000000000e-005     7.79449000000000e-006 
